,news_text,category
45,[KBS 광주]전라남도선거관리위원회가 20대 대통령선거와 관련해 특정 후보자에 대한 허위사실을 공표한 혐의로 모 정당 당직자 A씨를 검찰에 고발했다고 밝혔습니다. ,정치
46,"[KBS 대구]더불어민주당의 대선 패배 후유증이 불거지는 가운데 대구지역 지역위원장들이 공동 입장문을 내고 사과와 쇄신의 메시지를 냈습니다.이들은 선거 패배에 대한 무한 책임을 지고, 혁신과 쇄신을 다시 시작하겠다고 밝혔습니다.그 첫 출발로 지방선거 공천 시스템을 공정하고 투명하게 확립해 여성과 청년들의 정치 참여를 보장하고 대구시장부터 기초의원까지 모든 선거구에 후보를 출마시키겠다고 밝혔습니다.이에 앞서 대구지역 일부 민주당 권리당원들은 대구시당 위원장과 지역위원장들의 사퇴를 촉구하는 성명서를 냈습니다. ",정치
47,"""수사 잘하는 검사 몇 년이나 한직에서 고생시켰으면 미안한 마음 가져야""이준석 국민의힘 대표가 10일 오후 국회 도서관에서 열린 선대본부 해단식에서 발언하고 있다. [이미지출처=연합뉴스]이준석 국민의힘 대표가 더불어민주당이 한동훈 검사 서울중앙지검장 임명에 대해 반대 의사를 표시하는 것에 대해 ""2차 가해""라고 비판했다.이 대표는 17일 자신의 페이스북에 민주당이 한 검사의 중앙지검장 임명을 반대한다는 언론 보도를 공유하고 ""한동훈 검사에 대해서 어떤 인사 계획도 나온게 없는데 뭐하자는건지 모르겠다""고 적었다. 이어""한동훈 검사가 공무상 잘못한 것이 있다면 배제를 주장해도 된다. 그런데 민주당이 한동훈 검사를 집단 린치해놓고 이제와서 자신들의 집단 린치 과거가 마음에 걸리니까 한동훈 검사에게 불이익을 주자는 것이라면 이게 바로 '2차가해'다""라고 지적했다.그는 ""수사 잘하는 검사를 몇 년이나 한직에서 고생시켰으면 미안한 마음을 가져야지 고작 생각해 내는게 2차가해입니까?""라고 덧붙였다.앞서 박주민 더불어민주당 의원은 16일 MBC 라디오에 출연해 한 검사장의 중앙지검장 발탁에 거부 의사를 내비쳤다.박 의원은 ""이미 언론 인터뷰에서 당선인이 (한 검사장 중앙지검장 발탁과 같은)그런 의지를 내비친 바 있기 때문에 현실화 가능성은 있다고 보여지는데 그러면 안된다""고 말한 바 있다.",정치
48,"靑 부지, 외교부·국방부 청사 2곳 압축인수위원들 내일 오후 현장 정검신중론 고개ㅍ들어···""여론 살펴 결정""윤석열 대통령 당선인이 17일 청와대 이전 부지를 외교부가 입주해 있는 광화문 정부서울청사와 용산 국방부 청사 두 군데로 압축했다. 윤 당선인은 이날 오후 안철수 인수위원장, 기획조정·외교안보 분과 인수위원 등과 회의를 열고 이같이 결정했다. 사진은 지난 15일 국방부 청사(사진 왼쪽)와 외교부 청사, 정부서울청사 모습. /연합뉴스[서울경제] 차기 대통령의 집무실 부지를 두고 윤석열 대통령 당선인의 고심이 깊어지고 있다. 청와대 이전 후보지로 용산 국방부 청사가 유력했던 가운데 반대 여론이 고개를 들자 광화문 외교부 청사와 비교해 최종 결정하기로 했다.17일 대통령직인수위원회에 따르면 윤 당선인은 이날 안철수 인수위원장, 기획조정·외교안보 분과 인수위원 등과 회의를 가진 뒤 국방부 청사와 외교부 청사 두 곳을 후보지로 압축했다. 또 관련 인수위원들이 18일 현장 두 곳을 직접 방문해 점검한 뒤 최종 결정하기로 했다.한때 국방부 신청사가 유력 후보지로 떠올랐으나 윤 당선인이 대선 초기부터 ‘광화문 시대’를 공약으로 내세웠고 국방부 청사를 택하기엔 군 시설 이전 등 민감한 사안이 있는 만큼 두 곳 중 신중하게 결정하겠다는 뜻으로 풀이된다.앞서 국방부 신청사는 경호와 비용 문제에 있어 유리하다는 점에서 유력한 대안으로 꼽혀왔다. 이날도 기존 청와대 부지를 국민에게 개방하는 방안을 전제로 대통령 집무실과 비서동을 용산으로 옮기는 방안과 대통령 관저를 용산구 한남동의 국방부 장관 공관 등을 개조해 마련한 뒤 추후 용산공원과 인접한 부지에 새 관저를 신축해 이사하는 방안이 함께 검토됐다. 청와대 영빈관 후보지로는 국방컨벤션센터, 전쟁기념관, 국립중앙박물관 등이 거론된 것으로 알려졌다.다만 국방부 이전과 예산 소요 등 문제를 두고 여론이 악화하면서 신중론이 고개를 든 것으로 보인다. 이날 회의는 외교부·국방부 청사로의 이전에 대한 찬반 의견이 엇갈리며 한 곳으로 결론을 내지 못했다. 인수위 관계자는 “한때 용산 이전에 무게가 실렸지만 오늘 회의를 통해 전부 열어놓고 충분히 논의해 최종 확정하기로 했다”고 전했다.더불어민주당은 국방부 이전 문제를 놓고 ‘보여주기식 이벤트’라며 맹공에 나섰다. 국방위원회 소속 민주당 의원들은 기자회견을 열고 “국방부와 합참의 많은 부서와 시설본부, 국방부 근무지원단이 모든 업무를 중지하고 오는 3월 말까지 이사를 해야 한다”며 “북한의 미사일 발사 등 안보 위협이 가중돼 실시간 상황에 대비해야 하는데 이사 준비를 하고 있는 현실에 참담함을 느낀다”고 비판했다.또 “국방부, 합참 및 국방부 직할 부대 이전에 따라 직간접적인 예산 1조 원 이상이 소요될 것으로 예상된다. 합참이 이전한다면 EMP 방호가 필요한 지휘통제시설을 다시 구축해야 하고 군사시설 재배치 및 군인, 군무원, 공무원들의 가족 이사 등 간접비용도 불가피하다”며 “대통령 집무실 이전을 위한 직접비용만 계산해 수백억 원이 소요돼 최소 비용으로 이전하겠다는 것은 국민을 기만하는 행위”라고 맹비난했다.청와대 역시 윤 당선인 측이 청와대의 불통 구조를 집무실 이전의 근거로 든 것을 두고 불편한 기색을 내비쳤다. 탁현민 청와대 의전비서관은 페이스북 글에 “대통령 집무실을 비서동으로 옮긴 지 5년이 되었다. 제가 조금 전에 (집무실에서 비서동 사이의) 이동 시간을 확인했는데 뛰어가면 30초, 걸어가면 57초로 상당한 시간이 소요된다”고 비꼬았다. 이어 “청와대가 사람들의 관심과 가보고 싶은 공간인 이유는 거기 대통령이 있기 때문”이라고 덧붙였다.",정치
49,"'알프스를 넘는 나폴레옹'만큼 완벽하게 꾸민 영웅상이 또 있을까요. 나폴레옹 궁정화가 다비드의 솜씨입니다. 그런데 실제로 나폴레옹이 탔던 것은 말이 아니라 노새였습니다. 반세기 뒤 이 사실주의 작품에서 나폴레옹은 초라한 노새에 맥없이 앉아 알프스 목동이 이끄는 대로 갑니다.정복자의 영광과 위세도 한 시절, 지나고 나면 한갓 허망한 꿈입니다. 로마에서는 개선장군이 시가행진을 할 때면 노예들을 시켜 '죽음을 기억하라'는 ""메멘토 모리""를 외치게 했습니다. 승리했다고 우쭐대지 말고 겸허하게 행동하라는 깨우침이었습니다. 해골과 벌레, 시든 꽃과 썩은 음식… 17세기 '바니타스' 정물화도 '메멘토 모리'의 경고를 담았습니다. 그중 하나, 노인이 저녁상 앞에서 은총에 감사하는 그림입니다. 그런데 고양이가 주인 몰래 식탁보를 끌어당기고 있습니다. 정성껏 차린 성찬을 맛보기도 전에 난장판이 될 순간입니다. 윤석열 당선인의 실세 측근들에게서 혀가 부르는 화, 설화가 잇달고 있습니다. 대표적인 것이 임기 말 사면과 인사에 관한 권성동 의원 발언입니다. 권 의원은 ""대통령 최측근 김경수 전 지사를 동시에 사면하려고 이명박 전 대통령 사면을 남겨뒀다""고 했습니다. 임기를 절반도 못 채운 김오수 검찰총장에게는 ""스스로 거취를 결정하라""고 했습니다. 김 총장이 추미애 법무장관 아래서 차관으로 일한 이래 행적을 놓고 논란이 많은 건 사실입니다. 그렇다 해도 섣부르고 경박하게 위세를 부리는 점령군 행세가 아닐 수 없습니다. 당장 인사와 사면은 대통령과 당선인의 첫 회동이 무산된 중요한 쟁점으로 떠올랐습니다. ""대통령의 인사권과 사면권에 왈가왈부하지 말라""는 국민소통수석 언급이 청와대 분위기를 대변합니다. 울고 싶은데 뺨 때려준 셈이 된 거지요. 그러나 적어도 인사만큼은 신구 권력이 협의하는 것이 순리이고 정도입니다. 문재인 대통령만 해도 황교안 대통령 권한대행의 공공기관장 인사방침을 ""임기 말 보은성 알박기"" 라고 비판했습니다. 노무현 대통령도 이명박 당선인과 협의해 경찰청장을 임명한 예가 있습니다. 당시 청와대 역시 ""새 정부 출범 전 임기가 끝나는 인사는 인수위 의견을 따르겠다""고 했지요. 그런데 문재인 정부가 청와대를 나가는 순간까지 인사권을 챙기겠다고 나서는 모습에 국민들은 다시 내로남불의 악몽을 떠올립니다. 이 말에 동의하시기가 어렵다면 과거 스스로 했던 말을 다시 한번 찾아보시기 바랍니다. 권력을 내어 주는 쪽도, 새로 권력을 잡을 쪽도 그 권력이 국민에게서 나왔다는 사실을 자꾸 잊는 것 같아 안타깝습니다. 3월 17일 앵커의 시선은 '메멘토 모리, 죽음을 기억하라' 였습니다.",정치
50,"기사내용 요약민주당 ""국방 안보에 커다란 문제"" ""용산 땅은 오욕의 역사""국민의힘 ""국민 속의 대통령으로 다시 태어난다는 메시지""尹측 ""지금의 청와대는 국민보다 대통령에 더 집중하는 구조""[서울=뉴시스] 권창회 기자 = 윤석열 대통령 당선인이 대통령 집무실을 청와대에서 국방부 청사로 이전하는 방안을 적극 검토 중인 것으로 알려졌다. 당초 '광화문 정부청사 집무실-총리공관 관저' 마련 방안이 유력했지만 국방부 청사 집무실 카드가 급부상하는 양상이다. 사진은 16일 오후 서울 용산구 국방부 청사 모습.  2022.03.16. kch0523@newsis.com[서울=뉴시스] 박준호 정진형 김지현 김승민 기자 = 여야는 17일 윤석열 대통령 당선인이 대선 공약으로 내건 대통령 집무실 이전을 놓고 서로 대립하며 공방을 주고받았다. 더불어민주당은 현 청와대 집무실에서도 대통령과 참모진 간의 소통이 충분히 가능하다는 점을 부각하며 국방부 청사는 집무실로 부적절하다는 점을 지적했다. 반면 국민의힘은 현재 청와대 구조에서는 대통령과 참모진 간 유기적인 소통이 어렵다고 반박했다.윤호중 민주당 비상대책위원장은 KBS 라디오에서 ""용산 지역에 군사시설들이 많이 있고 국방부만 있는 게 아니라 합참도 있고 경비부대, 사이버사령부 이런 것들이 많이 있다""며 ""우리 국방 안보에 커다란 문제를 발생시킬 수 있다""고 우려했다.윤 위원장은 대통령 집무실의 국방부 청사 이전 가능성에 대해서도 ""용산 땅은 대한민국 국민 입장에서는 오욕의 역사가 있는 곳""이라며 ""우리 대통령이 청나라 군대, 일본 군대가 주둔했던 곳에 꼭 가야겠는지 이해할 수 없다. 일설에는 풍수가의 자문 아니냐는 의문도 제기하고 있다""고 했다.문재인 정부 초대 국정상황실장 출신인 윤건영 더불어민주당 의원은 윤 당선인이 대통령 집무실을 청와대에서 서울 용산의 국방부 청사로 이전하는 방안을 유력하게 검토하고 있다는 소식에 대해 ""전혀 납득되지 않는다""며 ""국방부 부지는 소통할 수 있는 곳이 아니다. 주객이 전도됐다""고 비판했다. 윤 의원은  ""국방부 내에는 고도의 전략자산들이 있는데 그런 것을 다 이전하려면 수천 억원 가까운 예산이 든다""며 ""코로나로 민생이 위기인 상황에서 국정운영의 우선순위를 정하는 건데 그게 집무실 이전이냐, 즉 살 집이라든지 책상을 어디 둘 것이냐는 게 그리 중요하겠느냐는 고민이 있다""고 꼬집었다.전재수 민주당 의원은 이날 CBS 라디오에 ""윤석열 정부가 5월10일이면 출범을 할 텐데 일의 우선순위를 좀 분간하지 못하고 있다""며 ""소상공인, 자영업자, 산불 난 지역이 특별재난지역으로 선포가 됐는데 이 부분도 챙겨야 되고, 코로나 위기 극복에 국민들의 지혜를 모아내야 되는 일이 우선""이라고 주장했다.전 의원은 또 ""구중궁궐 같은 청와대에서 대통령이 참모들한테 둘러싸여 민심으로부터 동떨어져 고립돼 있다는 것, 그다음에 청와대가 모든 것을 다 틀어쥐고 앉아서 결정을 다 해버리니까 이 일하는 방식에 문제가 있는 게 핵심""이라며 ""이게 청와대를 옮기면 해결될 문제냐, 도서관에서 공부 안 된다고 독서실로 옮기겠다는 경우""라고 쏘아붙였다.국회 국방위원회 소속 민주당 의원들은 윤 당선인이 대통령 집무실로 용산 국방부 청사를 유력 검토하는 것으로 알려지자, ""아집을 버리고 국민을 기만하는 것을 즉각 중단하길 바란다""며 안보 공백 우려, 국민 소통 불편, 근린 주민 재산권 침해, 과도한 이전 비용 지출 등을 들어 비판했다.이들은 ""취임 두 달 남겨놓고 급박하게 대통령 집무실 이전을 결정하고 추진하겠다는 것도 황당하지만, 국방부 청사 내에 대통령 집무실을 두게 되면 많은 부작용과 불필요한 혼란이 따를 것""이라며 ""북한의 미사일 발사 등 안보위협이 가중되어 대비태세 유지에 집중하고 실시간 상황에 대비해야 하는데 부대 전 장병이 이사 준비를 하고 있는 현실에 참담함을 느낀다""고 했다.대통령 집무실 이전으로 대국민 소통이 강화되지 않으며, 윤 당선인이 보여주기식 이벤트에 집중하고 있다는 비판도 제기됐다.군 법무관 출신 민홍철 민주당 의원은 ""국방부의 현재 지형이나 건물구조가 군사시설 보안시설로 형성돼 있어 시민들의 접근이 어렵고 구중궁궐은 그대로여서 오히려 소통이 어렵게 돼 있다""며 ""현재의 청와대라도 언론과 자주 회견하거나 만나고 청와대 경내는 물론 집무실 앞까지 모두 개방해 언제든지 일반 국민들과 만날 수 있도록 한다면 그 자체가 국민과 소통이고 '광화문 대통령'이 되는 것""이라고 페이스북에 썼다.[서울=뉴시스] 김명원 기자 = 문재인 대통령과 윤석열 대통령 당선인의 회동이 인사와 사면 이견으로 무산되면서 두 사람의 만남이 역대로 가장 늦게 이뤄지는 것이 아니냐는 관측이 나오고 있다. 17일 오전 서울 종로구에서 바라본 통의동 금융감독원 연수원과 청와대. 2022.03.17. kmx1105@newsis.com탁현민 청와대 의전비서관은 페이스북에 ""저도를 반환했을 때 처음에는 국민 관심이 많았지만 결국 관심이 사라졌고, 일본이 창경궁을 동물원으로 만들었을 때도 '신민'들에게 돌려준다고 했다""며 ""여기 안 쓸 거면 우리가 그냥 쓰면 안 되나 묻고는 싶다. 좋은 사람들과 모여서 잘 관리할 테니""라며 대통령 집무실 이전 추진을 우회적으로 비판했다.반면 윤석열 대통령 당선인 측과 국민의힘은 청와대 대통령 집무실의 용산 국방부 청사 이전 방안에 대해 아직 확정된 사실이 아니라고 선을 그었지만, 민주당의 공세에 대해선 불만을 나타냈다.김은혜 대통령당선인 대변인은 집무실 후보군 선정에 대해 ""아직은 최종 결론이 나지 않았다""면서 ""지금의 청와대 구조는 국민보다는 대통령에 더 집중하는 구조"", ""비서동에서 대통령의 집무실까지 올라가는데 상당한 시간 소요"" 등을 들어 집무실 이전 필요성을 주장했다. 수백억에 달하는 막대한 이전 비용에 대해선 ""가급적 최소한으로 절제할 수 있도록 하겠다""며 ""어떤 식이든 국민 소통과 함께하는 대통령실이라는 취지에 걸맞게 최우선 가치를 국민에 두고 가겠다""고 설명했다.이준석 국민의힘 당대표는 대통령 집무실 이전을 비판한 민주당 윤호중 비대위원장을 향해 ""윤석열 정부가 하려는 모든 일을 반대하고 선거 끝난 다음에도 저열하게 나오시나""라며 ""용산이 '오욕의 역사'를 가진 땅이라고 싸잡아서 비하하신 거라면 당장 용산 주민들에게 사과하라. 애초에 청와대 부지는 그런 식으로 따지면 조선총독 관저가 있던 곳""이라고 맞받았다.허은아 국민의힘 수석대변인은 ""임기를 불과 두 달도 남기지 않은 시점까지 특유의 조롱과 비아냥으로 일관하는 탁 비서관의 행태에 유감을 표한다""며 ""5년 전 '광화문 시대'를 열겠다며 '집무실을 광화문 청사로 옮기겠다' '구중궁궐같은 청와대를 나오겠다'던 문재인 대통령에게는 뭐라 말할 텐가. 자신들이 하면 옳은 일이고 다른 이들이 하면 어떻게든 생채기를 내고 싶은 '내로남불 DNA'를 끝까지 버리지 못한 모습""이라고 직격했다.하태경 국민의힘 의원은 YTN라디오 인터뷰에서 ""지금 청와대의 가장 큰 이미지가 군림하는 대통령 이미지가 강하잖나. 고립된 대통령 환경이고 청와대에서 나온다는 당선자의 판단은 잘한 거 같다""며 ""청와대 시대를 끝낸다, 군림하는 제왕적 대통령 시대를 끝내고 국민들과 함께하는 국민 속의 대통령으로 다시 태어난다는 시대적 메시지를 당선자가 보여주고 싶어하는 거 같다""고 긍정적으로 평가했다.김재원 국민의힘 최고위원은 KBS라디오에 출연해 ""청와대에서 나오자는 것에 저는 전적으로 찬성한다""며 ""구중궁궐을 넘어서서 근무환경이나 모든 것이 그렇게 되어 있고, 청와대를 처음 만들 때 조선시대 궁궐과 같은 모습과 구조로 만들어가다 보니까 이게 왕조시대처럼 그렇게 굴러가게 되어 있다""고 말했다．",정치
51,"[KBS 대구]선거구 획정을 두고 국회 정치개혁특위에서 여야간 대립이 계속되는 가운데 지역에서 기초의원 4인 선거구가 실현될 지 관심이 커지고 있습니다.대구의 경우 지난 지방선거 당시 선거구 획정위가 6개의 4인 선거구를 제안했으나 대구시의회가 모두 2인 선거구로 쪼개 소수정당이나 무소속 후보들의 문턱을 높였습니다.한편 국회 정개특위는 지방선거를 70여 일 앞둔 지금까지 선거구 획정을 미뤄오다, 뒤늦게 기초의원 4인 선거구 등을 둘러싸고 논쟁을 벌이고 있습니다. ",정치
52,"사면, 인사 등이 주요 배경으로 거론    윤석열 대통령 당선인(왼쪽에서 세번째)이 17일 서울 종로구 통의동 집무실 인근 식당에서 점심 식사를 마친 후 김한길 국민통합위원장(〃 두번째), 박주선 대통령 취임식 준비위원장(맨 오른쪽),  김병준 지역균형발전특별위원장(〃 왼쪽)과 산책하며 시민들과 인사하고 있다. 뉴시스     윤호중 더불어민주당 비상대책위원장은 17일 문재인 대통령과 윤석열 대통령 당선인의 전날 오찬 회동 무산과 관련 “(회동 전) 사전 논의 과정에서 당선인 측의 대단한 무례함이 있었던 것으로 안다”면서 윤석열 당선인 측 책임론을 제기했다.   반면 윤 당선인 측은 “(다시 회동을 잡고자) 조율이 계속 이뤄지고 있는 것으로 안다”고 말했다.   윤 비대위원장은 이날 KBS 라디오 ‘최경영의 최강시사’와의 인터뷰에서 이같이 말하면서 “이를테면 사면 문제도 대통령의 고유권한 아니냐”고 반문했다.    회동이 무산된 배경으로 문 대통령의 임기 말 인사권 문제와 이명박 전 대통령 사면 등이 주요 배경으로 거론됐는데 이 전 대통령 사면 문제가 회동 무산의 가장 큰 원인이라는 주장인 셈이다.   그는 “그(MB 사면)에 대해 요청하거나 건의한다거나 했다고 하더라고 대통령의 의사가 확인되기 전에는 나와서 그런 요청이 있었다고 이야기하는 것도 조심해야 할 일인데 들어가기도전에 ‘이런 요청을 하겠다’는 여론몰이로 사면을 압박하는 이런 모양새”라고 지적했다.   이어 “인사와 관련해서도 이를 테면 모든 인사를 중지해라, 그리고 당선인과 협의해서 인사하자는 이야기까지 나오는 상황이었다”며 문 대통령의 임기말 공기업 인사 단행을 윤 당선인 측이 문제삼은 것을 언급한 뒤 “이런 것으로 미뤄보면 대단히 무례한 요구가 있었고 마치 점령군 행세하는 모습 때문에 불발된 거 아닌가”라고 말했다.   한편 이에 대해 김은혜 대변인은 이날 여의도 당사 브리핑에서 ‘문 대통령 회동’ 관련 취재진 물음에 “긴밀하게 (청와대 측과) 소통과 조율 작업을 하고 있다”고 밝혔다.",정치
53,"[KBS 창원]  [앵커] 대통령 인수위원회에 처음으로  지역균형발전 특위가 설치됐습니다. 지방소멸 문제가 지난 대통령 선거 과정에서 공론화된 만큼  해법 마련이 절실해졌기 때문인데요. 6·1 지방선거에서도 주요한 의제가 될 전망입니다. 보도에 황재락 기자입니다. [리포트] 2003년 참여정부가 시작한 혁신도시 조성과 공공기관 이전, 1차 공공기관 이전이 마무리된 것은 16년이 지난 2019년입니다. 하지만 수도권과 지방의 격차는  좁혀지기는커녕 더 심해졌습니다. 수도권 지역 내 총생산은 최근 10년 동안 3.24% 늘었지만, 부·울·경은 0.9% 성장에 그쳤습니다. 윤석열 당선인 대통령직 인수위원회에 처음으로 지역균형발전 특위가 설치된 것은 이 같은 고민의 연장 선상입니다. 지방의 위기를 더는 버려둘 수 없다는 고민은 여야를 떠나 공감대를 얻었습니다. [안철수/대통령직 인수위원장/지난 14일 : ""지역균형발전은 되면 좋은 게 아니라, 대한민국 미래를 위해 필수적인 과제라고 생각합니다.""] 새 정부 출범 이후  3주 만에 치러지는 6·1지방선거에서도 지방소멸 극복과 지역균형발전은 첫 번째 과제가 될 가능성이 큽니다. 선거 때마다 반복된 대기업 유치나 일자리 확대만으로는 쪼그라든 지방을 살릴 수 없다는 공감대가 만들어졌기 때문입니다. 이제는  수도권과 지방을  대등한 위치에 놓고 불균형을 바로잡기 위한 정책이 앞으로 지방 행정의 중심축이 돼야 한다는 겁니다. [김세연/인제대학교 정치외교학과 교수 : ""비대해지는 수도권에 대항할 수 있는 지역을 살리는 정책을 제시하는 그런 도지사나 시장을 우리가 좀 더 눈여겨봐야….""] '지방소멸' 과제를 두고 민선 8기를 이끌 후보가 어떤 청사진을 제시하고 현실적인 대응책을 내놓을지, 유권자들이 주목해야 하는 이윱니다. KBS 뉴스 황재락입니다.촬영기자:김대현 ",정치
54,"인수위, 후보지 2곳 압축용산 국방부 청사 유력 속광화문 외교부도 현장방문인수위 ""청사 빼달라"" 요청에국방부 이사계획 수립 진땀軍 안보공백 우려 목소리도윤석열 대통령 당선인이 청와대 이전 용지를 외교부가 입주해 있는 광화문 정부서울청사와 용산 국방부 청사 두 군데로 압축했다고 17일 공식 발표했다. 18일 오후 청와대 이전 태스크포스(TF)가 두 곳을 모두 방문해 실사 작업을 거친 후 이르면 이번주 말 최종 선정 용지를 발표할 계획이다.김은혜 당선인 대변인은 이날 ""윤 당선인과 참석자들이 오후 5시 45분부터 1시간15분간 회의한 결과 청와대 이전 후보지를 외교부 청사와 국방부 청사 두 군데로 압축했다""면서 ""해당 분과 인수위원들이 내일 오후 현장을 방문해 점검하기로 했다""고 밝혔다. 여전히 용산 국방부 청사가 유력한 후보지이지만, 일단 청와대 이전을 위한 TF까지 꾸린 만큼 현장에 직접 가 설명을 듣고 검증한 후 결정하겠다는 계획이다. 정부서울청사 내 입주해 있는 외교부보다 건물 전체를 다 쓰고 있는 데다 각종 시설도 갖추고 있는 국방부가 더 비상이다. 3·9 대선이 끝난 지 8일밖에 되지 않았는데, 그 기간에 긴박하게 결정이 난 만큼 일단 집무실 이전을 전제로 부랴부랴 청사 이전 계획을 마련하느라 분주한 상황이다.매일경제 취재를 종합하면 인수위는 국방부에 지하 2층~지상 10층 규모의 서울 용산구 신청사 전체를 비워달라고 비공식적으로 요청했고, 이에 국방부는 조정 작업에 들어갔다. 영내외 공실을 활용하고 공간 배치를 조정해 인력과 시설을 이동시켜 분산 수용하는 계획을 수립 중인 것으로 알려졌다. 국방부는 대략의 이전 계획 초안을 잡은 가운데 부서별로 의견과 수요를 취합해 조율하고 있지만 워낙 급작스러운 상황이라 작지 않은 혼란을 겪고 있는 것으로 전해졌다.현재로선 국방부 장차관실 등 주요 시설들은 바로 옆 합동참모본부로 옮기는 방안이 유력하게 거론된다. 이 경우 국방부가 새 청사를 구해 이전하기 전까지 군 행정 전반을 책임지는 국방부와 군사작전 지휘 등 군령을 총괄하는 합참이 한공간을 사용하는 기형적 상황이 펼쳐지게 된다. 현재 신축 중인 국방홍보원 신청사는 기존 청와대 춘추관과 같은 프레스센터 역할을 하게 될 것이라는 전망도 나온다. 또 국방부 영내에 있는 △국방부 근무지원단 △국방시설본부 △의장대대 △군 검찰단 △고등군사법원 △국방조사본부 △육군 서울사무소와 생활관 시설 등도 연쇄적으로 이전하거나 공간을 재배치해야 할 상황이다.이외 인력과 시설들은 영내 국방부 별관으로 이동하고, 현재 국방부 별관에 자리한 부서 등은 용산 후암동의 옛 방위사업청 건물 등으로 임시 이전하는 방향으로 가닥이 잡혔다. 서울광장의 약 7배 면적(약 8만7000㎡)인 옛 방사청 용지는 2020년 미군기지 철수 후 들어설 용산공원 용지에 편입된 바 있다. 당초 이 지역은 건물 철거 후 공원화될 예정이었다. 그러나 윤 당선인이 국방부 신청사로 집무실을 옮긴다면 상당 기간 유지되며 국방부 관련 건물로 활용될 전망이다.다만 새 대통령 집무실 이전 작업 속도가 빨라지면서 재정 문제도 불거질 것으로 보인다. 국가안보의 보루인 국방부가 떠밀리듯 갑작스럽게 이전하게 된다면 군 지휘·통신 전반에 혼란을 야기해 안보 공백 발생이 불가피하다는 비판도 나온다. 더구나 북한이 올해 들어서만 10차례나 미사일 무력시위를 지속하며 신형 대륙간탄도미사일(ICBM) 발사가 임박한 가운데 국방부가 급하게 이삿짐을 싸는 것이 부적절하다는 지적이다.",정치
55,"""민주당, 바꿀 것 너무 많아…변화 위해 대화·소통 필요""""이준석과 비교, 유쾌하지 않아…그런 사람, 정치하면 안돼""박지현 더불어민주당 공동비대위원장이 지난 14일 오전 서울 여의도 국회에서 열린 비상대책위원회의에서 줌(ZOOM)을 통해 모두발언을 하고 있다. 2022.3.14/뉴스1 © News1 이동해 기자(서울=뉴스1) 이철 기자 = 박지현 더불어민주당 공동비대위원장은 17일 안희정 전 충남도지사의 부친상 빈소에 일부 여권 인사가 조문한 것을 두고 ""너무 힘든데 '진짜 내가 멱살이라도 잡아야 하나'라는 생각이 들 정도로 너무 화가 났다""고 비판했다.박 위원장은 이날 유튜브 채널 '닷페이스'가 공개한 라이브 인터뷰 편집본 영상에서 ""안희정씨 (부친상) 조문을 간 것을 보고는 가뜩이나 (코로나19 확진으로) 아파서 힘들어 죽겠는데, 진짜 이 아저씨들은 왜 그러나(라는 생각이 들었다)""며 이같이 밝혔다.앞서 박 위원장은 지난 14일 국회에서 열린 비대위 회의에서 이 일을 겨냥해 ""정치적 온정주의를 뿌리 뽑겠다""고 언급한 바 있다.그는 이때 ""여전히 남아있는 학연, 지연, 혈연과 온정주의로 보편적인 원칙과 사회적 규범을 위배한 정치인을 감싸는 사람이 여전히 민주당 안에 남아 있다. 오늘부터 뼈를 깎으며 쇄신해야 하는 민주당에서 더는 허용되지 않을 것""이라고 지적했다.박 위원장은 같은 날 CBS라디오에서도 ""원수의 부모가 돌아가셔도 조문을 간다는 인식이 있다는 것은 분명히 이해하고, 그것이 도리라고 하시는 분들도 많고, 맞다""면서도 ""적어도 피해자에 대한 최소한의 배려심을 갖고 조용히, 개인적으로 방법을 표현할 수도 있었다. 이렇게 화환을 보내는 것은 이 자체로 정치적인 해석의 여지를 남겼다고 생각한다""고 강조했다.이날 방송에서 박 위원장은 ""너무 바꿀 것이 많다. 사실 50~60년, 평생을 그렇게 살아온 분들의 생각을 고친다는 것은 정말 어려운 것 같다""며 ""저도 아빠랑 이야기하면서도 '어떻게 아빠인데 저런 말을 해?' 이럴 때가 있다. 싸우기도 많이 싸운다""고 말했다.이어 ""그런데 한편으로 생각을 해보니 '우리 아빠도 그런 생각을 하는데 정치 기득권 남성 의원들은 얼마나 더 공고한 생각을 갖고 있을까'하는 현실을 직시해야 할 것 같다""며 ""그렇기 때문에 앞으로 변화를 위해 대화하고 소통하는 과정을 더 많이 거쳐야 할 것""이라고 언급했다.그는 대선 국면에서 이준석 국민의힘 대표와 본인을 비교한 보도들과 관련 ""야당의 대표인 것은 알겠는데, 그가 내세웠던 전체적인 전략이나 그동안 했던 발언, 행동을 봤을 때 저는 같은 선상에 놓이는 것을 썩 유쾌하게 받아들이지 않았다""며 ""그런 식의 기사가 나갔던 것은 국민의힘의 청년 정치인, 그리고 민주당의 청년 정치인으로서 비교가 되지 않았나 하는 생각을 갖고는 있다""고 말했다.이어 ""저는 이 대표 같은 사람이 정치를 하면 안 된다고 생각한다""며 ""타인의 아픔에 공감할 줄 알고, 다른 사람의 이야기를 들을 줄 알아야 하는데, 그는 자기 이야기를 하는데 바쁘고 너무 전략만을 위해 일을 한다""고 비판했다.그러면서 ""그게 물론 먹힌 부분도 인정하지만, 그런 식의 방향은 정치인으로서 가질 행보는 아니라고 본다""고 강조했다.",정치
